S No.,Title,Decisions,Words
7145,Railway-related stocks gain on investor meet report,"{""Railway-related stocks"": ""positive""}",7
7146,Rally in mid-caps to continue: ET Poll,"{""mid-caps"": ""positive""}",7
7147,Rallying auto stocks still a buy: experts,"{""auto stocks"": ""positive""}",7
7148,Ranbaxy hits 52-week high on UBS upgrade,"{""Ranbaxy"": ""positive""}",7
7149,RCom has lot of potential: Devang Visaria,"{""RCom"": ""positive""}",7
7150,"Re touches 15-month high, ends at 45.70/$","{""Re"": ""positive""}",7
7151,"Recast, expansion to help Kingfisher stay afloat","{""Kingfisher"": ""positive""}",7
7152,Recommend Lupin in pharmaceutical space: G Chokkalingam,"{""Lupin"": ""positive""}",7
7153,Renuka Sugars a good buy: Devang Visaria,"{""Renuka Sugars"": ""positive""}",7
7154,Rise in healthcare stocks lifts European equities,"{""healthcare stocks"": ""positive"", ""European equities"": ""positive""}",7
7155,"Rising gold lifts coin, gold loan demands","{""gold"": ""positive"", ""coin"": ""positive"", ""gold loan"": ""positive""}",7
7156,Rouble continues gains as oil price firms,"{""Rouble"": ""positive"", ""oil"": ""positive""}",7
7157,RPG Life Sciences net up 31 pc,"{""RPG Life Sciences"": ""positive""}",7
7158,Sandhar Technologies gets Sebi nod for IPO,"{""Sandhar Technologies"": ""positive"", ""Sebi"": ""neutral""}",7
7159,Satyam soars 10% on tax row settlement,"{""Satyam"": ""positive""}",7
7160,Seamec Princess best bet for long-term play,"{""Seamec Princess"": ""positive""}",7
7161,Select edible oils up on retailers demand,"{""Select edible oils"": ""positive""}",7
7162,SeQuent Scientific surges; foreign investors buy shares,"{""SeQuent Scientific"": ""positive""}",7
7163,Shire surge pushes FTSE towards record peak,"{""FTSE"": ""positive""}",7
7164,Silver futures extend gains on global cues,"{""Silver"": ""positive""}",7
7165,Silver rates spike on robust foreign trends,"{""Silver"": ""positive""}",7
7166,Smaller stocks reap big gains; outshine blue-chips,"{""Smaller stocks"": ""positive"", ""blue-chips"": ""neutral""}",7
7167,Spot demand lifts crude palm oil futures,"{""crude palm oil"": ""positive""}",7
7168,SRF ends FY15 with 86% profit growth,"{""SRF"": ""positive""}",7
7169,Taiwan stocks rise; flat panel makers up,"{""Taiwan stocks"": ""positive"", ""flat panel makers"": ""positive""}",7
7170,TCI: Unit demerger may shore up income,"{""TCI"": ""positive""}",7
7171,TCS: First among equals in profit margin,"{""TCS"": ""positive""}",7
7172,TCS: Well-poised for a stronger year ahead,"{""TCS"": ""positive""}",7
7173,Technology & action plan boosts pulses growth,"{""pulses"": ""positive""}",7
7174,Tesla's bullish production outlook drives stock higher,"{""Tesla"": ""positive""}",7
7175,Thai shares rebound; Indonesia at 11-month highs,"{""Thai shares"": ""positive"", ""Indonesia"": ""positive""}",7
7176,Titan: Aggressive expansion plans to boost volumes,"{""Titan"": ""positive""}",7
7177,Tokyo stocks close at new seven-year high,"{""Tokyo stocks"": ""positive""}",7
7178,Trent shares gain nearly 6% on bourses,"{""Trent"": ""positive""}",7
7179,Turmeric futures gain 0.79% on rising demand,"{""Turmeric"": ""positive""}",7
7180,"Twitter Q2 results soar, stock flies high","{""Twitter"": ""positive"", ""stock"": ""positive""}",7
7181,Uninor posts operating profit in March quarter,"{""Uninor"": ""positive""}",7
7182,Vadilal Industries Q1 net profit up 59%,"{""Vadilal Industries"": ""positive""}",7
7183,Very bullish on NBFC space: Sudip Bandyopadhyay,"{""NBFC"": ""positive""}",7
7184,V-Guard Q4 profit soars 129% on cost-cutting,"{""V-Guard"": ""positive""}",7
7185,Vodafone leads Britain FTSE to six-week high,"{""Vodafone"": ""positive"", ""FTSE"": ""positive""}",7
7186,Voltas on a bullish trend: Deepak Mohoni,"{""Voltas"": ""positive""}",7
7187,VRL Logistics ends 42% up on debut,"{""VRL Logistics"": ""positive""}",7
7188,Wait and watch JP Power: Sudip Bandyopadhyay,"{""JP Power"": ""positive""}",7
7189,Whats driving Infosys to fresh all-time highs?,"{""Infosys"": ""positive""}",7
7190,Xinjiang Goldwind plans China's first Green bond,"{""Xinjiang Goldwind"": ""positive""}",7
7191,Yamaha domestic sales up 35.81% in July,"{""Yamaha"": ""positive""}",7
7192,Zensar Technologies gains 3% on acquisition talks,"{""Zensar Technologies"": ""positive""}",7
7193,$40 oil could be a game-changer for Russia,"{""oil"": ""positive"", ""Russia"": ""positive""}",8
7194,"15,500-15,600 levels possible for Bank Nifty: Ashwani Gujral","{""Bank Nifty"": ""positive""}",8
7195,2G effect: Telecom stocks edge higher; auction on,"{""Telecom stocks"": ""positive""}",8
7196,5370-5400 key support in markets now: Ashwani Gujral,"{""markets"": ""neutral""}",8
7197,62 smallcap stocks doubled investor wealth in 2015,"{""smallcap stocks"": ""positive""}",8
7198,8K Miles rallies 9% in a dull market,"{""8K Miles"": ""positive""}",8
7199,ACC' performace in line with with mkt expectations,"{""ACC"": ""positive""}",8
7200,Accumulate Ballarpur Industries for medium term: Nirmal Bang,"{""Ballarpur Industries"": ""positive""}",8
7201,Adani Port gains on inclusion in NSE index,"{""Adani Port"": ""positive"", ""NSE"": ""neutral""}",8
7202,"Airports Authority of India's revenue, net profits rise","{""Airports Authority of India"": ""positive""}",8
7203,Akzo Nobel to show higher earnings growth soon,"{""Akzo Nobel"": ""positive""}",8
7204,"Allahabad Bank Q4 Net rises 25%, NPAs increase","{""Allahabad Bank"": ""positive""}",8
7205,"Aluminium futures gain on overseas cues, spot demand","{""Aluminium"": ""positive""}",8
7206,"Aluminium futures rise on global cues, spot demand","{""Aluminium"": ""positive""}",8
7207,Amtek Auto shoots up 54% after management clarification,"{""Amtek Auto"": ""positive""}",8
7208,Analysis: Vedanta-Cairn India merger a positive for shareholders,"{""Vedanta-Cairn India"": ""positive""}",8
7209,Ashok Leyland Q4 net up at 298.23 crore,"{""Ashok Leyland"": ""positive""}",8
7210,Ashok Leyland Shares up 4% on $200-million order,"{""Ashok Leyland"": ""positive""}",8
7211,Asia shares score 3-year high as data cheers,"{""Asia shares"": ""positive""}",8
7212,Atlas Copco can move Rs 900-1200 higher: Ventura,"{""Atlas Copco"": ""positive"", ""Ventura"": ""neutral""}",8
7213,"Auto, pharma top wealth creators in 4 years","{""Auto"": ""positive"", ""pharma"": ""positive""}",8
7214,Aventis Pharma surges by 6 pc on BSE,"{""Aventis Pharma"": ""positive"", ""BSE"": ""neutral""}",8
7215,Balrampur Chini Mills Q2 net up by four-fold,"{""Balrampur Chini Mills"": ""positive""}",8
7216,"Barclays overweight on HCL Tech, target Rs 1,065.","{""HCL Tech"": ""positive"", ""Barclays"": ""neutral""}",8
7217,Barley futures remain up on strong spot demand,"{""Barley"": ""positive""}",8
7218,Basmati export floor may be raised by $200/tonne,"{""Basmati"": ""positive""}",8
7219,Beginning of pre-budget rally on Nifty: Ashwani Gujral,"{""Nifty"": ""positive""}",8
7220,Bharat Forge seems a safe bet: Deepak Mohoni,"{""Bharat Forge"": ""positive""}",8
7221,Bharti would be very well positioned: Saurabh Mukherjea,"{""Bharti"": ""positive""}",8
7222,Binani Cement zooms 19 pc on delisting move,"{""Binani Cement"": ""positive""}",8
7223,BK Birla Group shares gain on revamp hopes,"{""BK Birla Group"": ""positive""}",8
7224,Black pepper may get costlier this fiscal year,"{""Black pepper"": ""positive""}",8
7225,BOC India soars 20 pc on delist offer,"{""BOC India"": ""positive""}",8
7226,BP lifts Britain's FTSE towards 4-1/2 month high,"{""BP"": ""positive"", ""Britain's FTSE"": ""positive""}",8
7227,"BPCL's subsidiary strikes gas in Mozambique, stock up","{""BPCL"": ""positive"", ""Mozambique"": ""neutral""}",8
7228,Britannia Industrie consolidated Q3 net rises 62 %,"{""Britannia Industrie"": ""positive""}",8
7229,Britannia to unlock HQ's realty value; stock up,"{""Britannia"": ""positive""}",8
7230,"Buoyed by Infosys results, brokerages raise target price","{""Infosys"": ""positive""}",8
7231,"Can buy LIC Housing: Ashwani Gujral, Market Strategist","{""LIC Housing"": ""positive""}",8
7232,CEAT gains on share sale to institutional investors,"{""CEAT"": ""positive""}",8
7233,CESC can give upto 20% returns: Sudip Bandyopadhyay,"{""CESC"": ""positive""}",8
7234,China data pushes Brent to 106.55 per barrel,"{""Brent"": ""positive""}",8
7235,Cipla posts Rs 284 crore profit for Q3,"{""Cipla"": ""positive""}",8
7236,City Union Bank attractive bet for long-term investors,"{""City Union Bank"": ""positive""}",8
7237,Clariant acquires Lanxess black pigment portfolio; stock up,"{""Clariant"": ""positive"", ""Lanxess"": ""positive""}",8
7238,Consider aggressive buying on the Nifty: Mitesh Thacker,"{""Nifty"": ""positive""}",8
7239,"Core bonds to get ADB cover, wider reach","{""Core bonds"": ""positive""}",8
7240,Coriander futures gain 2.42 pc on rising demand,"{""Coriander"": ""positive""}",8
7241,Coriander futures up 2.51 pc on strong demand,"{""Coriander"": ""positive""}",8
7242,Crude palm oil futures up on spot demand,"{""Crude palm oil"": ""positive""}",8
7243,D B Corp up over 25% on debut,"{""D B Corp"": ""positive""}",8
7244,Deepak Fertilisers bets on chemicals to deliver growth,"{""Deepak Fertilisers"": ""positive""}",8
7245,Divis Laboratories: Good buy for the long term,"{""Divis Laboratories"": ""positive""}",8
7246,"Dow tops 11,000 for first time since May","{""Dow"": ""positive""}",8
7247,"Dubai exchange gold, rupee segment register substantial growth","{""gold"": ""positive"", ""rupee"": ""positive""}",8
7248,Earnings leading rally for IT stocks: Harendra Kumar,"{""IT stocks"": ""positive""}",8
7249,Ecommerce players find more value off the Street,"{""Ecommerce"": ""positive""}",8
7250,Elder Pharma rallies 5% on Max Healthcare acquisition,"{""Elder Pharma"": ""positive"", ""Max Healthcare"": ""neutral""}",8
7251,Elections may provide a short-term market boost: JPMorgan,"{""JPMorgan"": ""neutral""}",8
7252,Emkay raises TCS target price to Rs 1075,"{""TCS"": ""positive"", ""Emkay"": ""neutral""}",8
7253,Ericsson India Q4 revenue up 20 per cent,"{""Ericsson India"": ""positive""}",8
7254,ETFs outpacing retail stock funds by wide margin,"{""ETF"": ""positive""}",8
7255,Eurozone shares record biggest monthly gain since February,"{""Eurozone"": ""positive""}",8
7256,Evening trades improve co-relation with global markets: NCDEX,"{""NCDEX"": ""neutral""}",8
7257,Exide Industries hits 52-week high post Q1 results,"{""Exide Industries"": ""positive""}",8
7258,"Falling trade deficit, better rain prospects boost markets","{""markets"": ""positive""}",8
7259,Fertiliser comapanies gain on government's urea decontrol talk,"{""Fertiliser comapanies"": ""positive""}",8
7260,Fertiliser companies gain as Cabinet approves gas pooling,"{""Fertiliser companies"": ""positive""}",8
7261,Festival season to rev up gold jewellery business,"{""gold jewellery"": ""positive""}",8
7262,Flight to safety keeps gold near one-month high,"{""gold"": ""positive""}",8
7263,Funny Software to list on BSE SME platform,"{""Funny Software"": ""positive"", ""BSE SME"": ""neutral""}",8
7264,Future Retail surges after raising Rs 6 bn,"{""Future Retail"": ""positive""}",8
7265,"GAIL profit up 42% at Rs 1,303 crore","{""GAIL"": ""positive""}",8
7266,GCPL is a good defensive stock: Deepak Mohoni,"{""GCPL"": ""positive""}",8
7267,Germany DAX latest market to strike record high,"{""Germany DAX"": ""positive""}",8
7268,Gillette India's sale offer subscribed 14%; stock surges,"{""Gillette India"": ""positive""}",8
7269,"Gold rises above $1,200; shrugs off rising equities","{""Gold"": ""positive""}",8
7270,Grasim preferred pick among cement names: Ambareesh Baliga,"{""Grasim"": ""positive""}",8
7271,GSK Consumer gains 1.7% on in-line Q4 results,"{""GSK Consumer"": ""positive""}",8
7272,GVK surges over 3% on $10-billion Australian deal,"{""GVK"": ""positive""}",8
7273,Hathway Cables surges 7% on FDI reforms boost,"{""Hathway Cables"": ""positive""}",8
7274,HDIL gains as Citigroup buys 4 million shares,"{""HDIL"": ""positive"", ""Citigroup"": ""positive""}",8
7275,HEG shares surge 10% as Q1 results surprise,"{""HEG"": ""positive""}",8
7276,High-growth lubricants business can fire up HPCL's profits,"{""HPCL"": ""positive""}",8
7277,Hindustan Unilever can reach 405-407 levels: Rajat Bose,"{""Hindustan Unilever"": ""positive""}",8
7278,History signals a better second half for gold,"{""gold"": ""positive""}",8
7279,Hong Kong shares edge up on Shanghai-connector expectations,"{""Hong Kong shares"": ""positive""}",8
7280,Hopes of greater government focus lift defence stocks,"{""defence stocks"": ""positive""}",8
7281,Huge activity in Nifty December series surprises market,"{""Nifty"": ""positive"", ""market"": ""neutral""}",8
7282,IDFC rallies over 5% on fund raising plans,"{""IDFC"": ""positive""}",8
7283,Improved macros to shield Rupee from Greek turmoil,"{""Rupee"": ""positive""}",8
7284,Indraprastha Gas surges ahead of Mahanagar Gas IPO,"{""Indraprastha Gas"": ""positive"", ""Mahanagar Gas"": ""neutral""}",8
7285,"Investor accounts at NSDL, CDSL cross 2 crore","{""NSDL"": ""neutral"", ""CDSL"": ""neutral""}",8
7286,IOC plans to hive-off E&P business; stock up,"{""IOC"": ""positive""}",8
7287,Jagran Prakashan best among media stocks: Sharmila Joshi,"{""Jagran Prakashan"": ""positive""}",8
7288,Karur Vysya Bank Q4 net profit jumps 15.2%,"{""Karur Vysya Bank"": ""positive""}",8
7289,Keep Punjab National Bank on radar: Devang Visaria,"{""Punjab National Bank"": ""positive""}",8
7290,"Kiwi surges on aggressive rate message, euro steady","{""Kiwi"": ""positive"", ""euro"": ""neutral""}",8
7291,Like JP Associates at current levels: Devang Visaria,"{""JP Associates"": ""positive""}",8
7292,Lupin's strong product pipeline likely to drive growth,"{""Lupin"": ""positive""}",8
7293,Maharashtra Seamless should resume its rally: Deepak Mohoni,"{""Maharashtra Seamless"": ""positive""}",8
7294,"Mangalore Chemicals surges on SCM,Deepak Fertilisers open offer","{""Mangalore Chemicals"": ""positive"", ""Deepak Fertilisers"": ""neutral""}",8
7295,Marico Q2 up 12% to Rs 118 cr,"{""Marico"": ""positive""}",8
7296,Maximise returns: Go for Gold ETFs this Diwali,"{""Gold ETF"": ""positive""}",8
7297,Mayur Uniquoters jumps; DSP Blackrock Fund buys shares,"{""Mayur Uniquoters"": ""positive"", ""DSP Blackrock Fund"": ""neutral""}",8
7298,Medium-term prospects of IT sector encouraging: Nitin Raheja,"{""IT sector"": ""positive""}",8
7299,Metals including other commodities would benefit: Vineet Bhatnagar,"{""Metals"": ""positive""}",8
7300,MFs jive to the turnaround beat on D-Street,"{""MF"": ""positive""}",8
7301,Mid-caps yield from SIPs higher than large-cap funds,"{""SIP"": ""positive""}",8
7302,Monnet Ispat & Energy raises Rs 175 crore,"{""Monnet Ispat & Energy"": ""positive""}",8
7303,Monnet Ispat gains 6% on share buyback proposal,"{""Monnet Ispat"": ""positive""}",8
7304,"Monsoon pick-up helps to lower guar, oilseed prices","{""guar"": ""negative"", ""oilseed"": ""negative""}",8
7305,MRPL shares surge over 19% on robust earnings,"{""MRPL"": ""positive""}",8
7306,MTNL raises Rs 1.5k crore through 10-year Bonds,"{""MTNL"": ""positive""}",8
7307,MTNL's Q2 loss narrows to Rs 947 crore,"{""MTNL"": ""positive""}",8
7308,Munjal Auto up over 9% on quarterly results,"{""Munjal Auto"": ""positive""}",8
7309,"Nano sales grow, Tata Motors up at NSE","{""Tata Motors"": ""positive""}",8
7310,Nickel futures rise 0.59 pc on spot demand,"{""Nickel"": ""positive""}",8
7311,"Nifty ends near 7,600 after hitting all-time high","{""Nifty"": ""positive""}",8
7312,NIIT Technologies Q3 revenue in line with expectations,"{""NIIT Technologies"": ""positive""}",8
7313,No serious corrections expected in market: Ashwani Gujral,"{""market"": ""neutral""}",8
7314,Oil marketing companies are clear buys: Manish Sonthalia,"{""Oil marketing companies"": ""positive""}",8
7315,Oil&gas stocks surge as government hikes fuel prices,"{""Oil&gas"": ""positive""}",8
